Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
MSI,Gaming,14.0,Full HD,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3050,macOS,1.54,84512
Apple,Notebook,16.0,Full HD,Apple M2,8,1TB SSD,AMD Radeon,macOS,2.22,139934
Asus,Notebook,13.3,Retina,Apple M2,8,1TB SSD,Nvidia GTX 1650,Windows 11,1.62,80189
Dell,Notebook,16.0,4K,AMD Ryzen 5,16,512GB SSD,Intel Iris,Linux,1.36,54509
Lenovo,Gaming,13.3,Full HD,Intel Core i7,16,512GB SSD,Nvidia RTX 3050,Linux,2.34,103867
Acer,Notebook,13.3,4K,Apple M1,8,512GB SSD,Nvidia RTX 3050,macOS,2.25,104032
HP,Workstation,15.6,Retina,AMD Ryzen 5,16,512GB SSD,AMD Radeon,Linux,2.4,58798
Dell,Workstation,14.0,4K,AMD Ryzen 5,8,1TB SSD,AMD Radeon,Linux,1.7,48925
HP,Ultrabook,15.6,4K,Intel Core i5,16,256GB SSD,Nvidia GTX 1650,Windows 10,1.39,60804
Dell,Notebook,14.0,Retina,Apple M2,16,1TB SSD,Nvidia GTX 1650,Linux,1.59,104140
Dell,Workstation,16.0,Full HD,AMD Ryzen 7,8,256GB SSD,Intel UHD,Windows 10,1.55,52809
Acer,Gaming,14.0,4K,Apple M1,8,1TB SSD,Intel UHD,Windows 10,1.87,87748
MSI,Notebook,14.0,Full HD,AMD Ryzen 5,8,256GB SSD,Nvidia GTX 1650,macOS,1.59,36687
Asus,Notebook,14.0,Full HD,AMD Ryzen 7,8,1TB SSD,AMD Radeon,Windows 10,1.21,72956
Dell,Gaming,15.6,Full HD,AMD Ryzen 7,8,256GB SSD,Intel Iris,Windows 10,1.93,55011
Apple,Workstation,14.0,Full HD,Apple M2,32,1TB SSD,AMD Radeon,macOS,1.72,168996
Asus,Notebook,16.0,Full HD,Intel Core i7,8,512GB SSD,AMD Radeon,Linux,1.33,64081
HP,Ultrabook,15.6,Full HD,Intel Core i5,16,512GB SSD,Intel Iris,Windows 11,1.57,54802
Apple,Gaming,13.3,Retina,Apple M1,32,1TB SSD,AMD Radeon,macOS,2.3,167930
Dell,Notebook,16.0,4K,Apple M2,16,512GB SSD,Intel Iris,macOS,2.49,87890
Asus,Gaming,15.6,Full HD,Apple M2,8,256GB SSD,Nvidia RTX 3050,Windows 11,1.95,97164
MSI,Notebook,16.0,4K,Apple M1,16,512GB SSD,Intel Iris,Linux,1.38,83111
Acer,Workstation,13.3,4K,Apple M1,32,512GB SSD,Nvidia RTX 3050,Linux,1.66,121505
Acer,Workstation,13.3,Retina,AMD Ryzen 7,32,256GB SSD,Nvidia RTX 3050,Windows 11,1.91,96489
Lenovo,Ultrabook,15.6,Retina,AMD Ryzen 5,16,512GB SSD,Nvidia RTX 3050,macOS,2.43,78746
HP,Notebook,14.0,4K,Apple M1,32,1TB SSD,Intel Iris,Windows 10,1.96,97979
Apple,Notebook,13.3,4K,Intel Core i5,16,1TB SSD,Intel UHD,macOS,2.24,127998
Lenovo,Notebook,16.0,Retina,Intel Core i7,8,1TB SSD,Intel UHD,Windows 10,1.75,77836
Acer,Gaming,14.0,4K,Apple M2,16,1TB SSD,Nvidia GTX 1650,Linux,1.31,109548
Dell,Notebook,14.0,Full HD,Apple M2,32,512GB SSD,AMD Radeon,Linux,2.04,94794
MSI,Ultrabook,15.6,4K,AMD Ryzen 7,8,256GB SSD,Intel UHD,Windows 10,1.26,60382
Dell,Notebook,16.0,4K,Apple M2,8,512GB SSD,Nvidia RTX 3050,macOS,2.21,104562
HP,Ultrabook,16.0,4K,Intel Core i7,8,512GB SSD,Nvidia GTX 1650,macOS,1.8,52869
MSI,Ultrabook,16.0,4K,AMD Ryzen 5,8,256GB SSD,Nvidia GTX 1650,Windows 10,2.35,37942
Lenovo,Gaming,16.0,4K,Intel Core i7,32,512GB SSD,Intel Iris,Linux,1.7,68575
Acer,Gaming,15.6,Full HD,Apple M1,8,256GB SSD,Intel Iris,macOS,2.16,74289
Acer,Workstation,15.6,4K,Apple M2,16,256GB SSD,Nvidia RTX 3050,macOS,2.0,109786
HP,Notebook,15.6,Full HD,Intel Core i7,32,512GB SSD,Intel UHD,Windows 10,1.34,81195
Lenovo,Notebook,14.0,4K,AMD Ryzen 5,32,1TB SSD,Nvidia GTX 1650,macOS,2.43,62806
Apple,Gaming,14.0,Retina,Apple M1,32,256GB SSD,AMD Radeon,macOS,1.6,144956
Dell,Workstation,15.6,Full HD,Intel Core i7,8,256GB SSD,AMD Radeon,macOS,2.46,56585
HP,Notebook,16.0,4K,AMD Ryzen 7,32,512GB SSD,Intel Iris,Linux,1.93,70134
Acer,Gaming,16.0,Retina,Apple M2,32,256GB SSD,AMD Radeon,Linux,1.88,91902
Dell,Gaming,16.0,4K,Apple M1,8,512GB SSD,Intel UHD,macOS,2.26,71296
Acer,Notebook,14.0,4K,Apple M2,16,1TB SSD,Intel Iris,macOS,1.88,97403
HP,Workstation,13.3,4K,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 3050,macOS,1.6,89096
Acer,Gaming,13.3,4K,Apple M2,8,512GB SSD,Nvidia GTX 1650,Windows 10,1.84,68546
HP,Gaming,14.0,Full HD,Apple M1,32,1TB SSD,Intel UHD,Windows 11,2.28,100801
Dell,Gaming,16.0,Retina,Intel Core i7,32,512GB SSD,Nvidia GTX 1650,Windows 11,1.24,75922
Asus,Notebook,16.0,Retina,AMD Ryzen 5,32,512GB SSD,Nvidia GTX 1650,Windows 11,2.38,52853
HP,Notebook,15.6,4K,Apple M2,32,1TB SSD,AMD Radeon,Linux,2.26,97412
HP,Gaming,16.0,Full HD,Apple M2,32,1TB SSD,Intel UHD,Windows 10,1.53,104349
HP,Ultrabook,16.0,Retina,Apple M2,16,1TB SSD,Intel Iris,Windows 10,1.33,98938
Apple,Gaming,14.0,4K,AMD Ryzen 5,32,1TB SSD,Intel UHD,macOS,1.35,130044
HP,Notebook,13.3,Retina,Apple M2,32,1TB SSD,Nvidia RTX 3050,Windows 11,1.44,132196
Dell,Gaming,14.0,Retina,AMD Ryzen 5,32,256GB SSD,Intel UHD,Windows 11,2.08,62404
Acer,Gaming,14.0,4K,Apple M2,16,1TB SSD,AMD Radeon,Linux,2.12,107285
HP,Notebook,15.6,Full HD,AMD Ryzen 5,8,256GB SSD,AMD Radeon,Windows 11,1.87,46106
Dell,Gaming,15.6,4K,Apple M1,8,256GB SSD,Intel Iris,macOS,2.05,71827
Lenovo,Gaming,14.0,4K,Intel Core i5,8,512GB SSD,Nvidia RTX 3050,Windows 11,2.3,64627
Acer,Workstation,13.3,Retina,AMD Ryzen 5,32,512GB SSD,Intel UHD,Windows 11,1.28,61576
HP,Notebook,14.0,Retina,Intel Core i5,8,512GB SSD,Intel UHD,Linux,1.54,33623
Lenovo,Ultrabook,16.0,Full HD,Intel Core i5,8,256GB SSD,Intel Iris,Windows 10,2.14,32326
Apple,Ultrabook,14.0,4K,Intel Core i7,32,1TB SSD,AMD Radeon,macOS,2.33,140629
Apple,Gaming,14.0,4K,Apple M2,16,256GB SSD,Intel UHD,macOS,2.38,157021
Dell,Ultrabook,13.3,Retina,Intel Core i7,32,512GB SSD,Nvidia RTX 3050,Windows 11,2.5,97874
HP,Gaming,16.0,Full HD,Apple M1,32,1TB SSD,Nvidia GTX 1650,Windows 11,1.97,97651
Lenovo,Ultrabook,16.0,Retina,Intel Core i5,32,1TB SSD,AMD Radeon,Linux,1.75,65992
Lenovo,Workstation,13.3,4K,Apple M1,8,256GB SSD,Intel Iris,macOS,1.32,78834
MSI,Ultrabook,16.0,Retina,AMD Ryzen 5,8,256GB SSD,Intel Iris,Linux,2.35,40640
HP,Gaming,13.3,Full HD,Intel Core i7,16,512GB SSD,Nvidia GTX 1650,Windows 11,2.39,79859
MSI,Workstation,15.6,4K,Apple M1,32,1TB SSD,Intel UHD,Windows 10,2.03,108228
Asus,Workstation,13.3,Full HD,Apple M1,32,256GB SSD,Intel UHD,Windows 10,1.93,87022
Acer,Workstation,13.3,Retina,Intel Core i7,8,1TB SSD,Nvidia GTX 1650,Windows 10,1.36,68759
Apple,Workstation,13.3,Full HD,Apple M1,8,1TB SSD,Nvidia RTX 3050,macOS,1.6,179907
Acer,Ultrabook,14.0,4K,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 3050,Linux,1.7,94673
Lenovo,Notebook,15.6,Retina,Apple M2,16,1TB SSD,AMD Radeon,Windows 11,1.79,97479
HP,Ultrabook,15.6,Retina,AMD Ryzen 5,8,1TB SSD,Intel UHD,macOS,1.94,54377
Asus,Workstation,14.0,Retina,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,1.57,33871
Acer,Ultrabook,16.0,Retina,Intel Core i7,32,512GB SSD,Intel Iris,Windows 11,2.45,70013
Dell,Gaming,16.0,Retina,Apple M1,8,512GB SSD,Intel Iris,Windows 11,1.66,71159
Asus,Gaming,13.3,Full HD,Intel Core i5,32,1TB SSD,Intel Iris,Windows 11,1.55,74336
MSI,Ultrabook,14.0,4K,AMD Ryzen 5,16,256GB SSD,Nvidia GTX 1650,Linux,1.43,51435
Asus,Workstation,14.0,4K,Intel Core i5,16,256GB SSD,Intel UHD,Windows 10,1.57,62571
Asus,Workstation,16.0,Full HD,Apple M1,32,512GB SSD,Nvidia GTX 1650,Windows 11,1.49,94607
Lenovo,Workstation,14.0,Full HD,Apple M1,16,512GB SSD,AMD Radeon,Windows 11,2.04,92879
Lenovo,Notebook,16.0,Retina,Apple M1,32,512GB SSD,Nvidia RTX 3050,Windows 10,1.91,108233
HP,Notebook,13.3,Retina,AMD Ryzen 5,8,512GB SSD,Intel UHD,Linux,1.85,40153
Apple,Ultrabook,14.0,4K,Intel Core i7,32,512GB SSD,Nvidia RTX 3050,macOS,1.93,163596
MSI,Notebook,13.3,Full HD,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3050,Windows 11,1.72,109893
MSI,Workstation,15.6,Retina,Intel Core i7,8,512GB SSD,Nvidia GTX 1650,Windows 11,1.97,67911
HP,Gaming,16.0,Retina,Intel Core i5,32,1TB SSD,Nvidia GTX 1650,macOS,1.29,59948
Dell,Ultrabook,13.3,Retina,Intel Core i7,8,1TB SSD,Intel UHD,Linux,1.57,69771
Apple,Gaming,14.0,Retina,AMD Ryzen 7,8,1TB SSD,AMD Radeon,macOS,2.09,124587
Acer,Notebook,15.6,4K,Apple M2,16,1TB SSD,Intel Iris,Linux,2.07,108332
Lenovo,Ultrabook,15.6,Full HD,AMD Ryzen 7,32,512GB SSD,Intel Iris,macOS,1.3,82007
HP,Workstation,14.0,4K,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3050,Linux,1.74,72693
Lenovo,Gaming,15.6,Full HD,Intel Core i5,8,512GB SSD,Intel UHD,Windows 11,2.12,44697
Apple,Workstation,16.0,Full HD,Intel Core i5,8,256GB SSD,Nvidia GTX 1650,macOS,1.21,99547
Lenovo,Workstation,14.0,Retina,Apple M2,32,512GB SSD,Intel UHD,Linux,1.77,83410
Asus,Gaming,16.0,4K,AMD Ryzen 7,32,512GB SSD,Intel Iris,Linux,2.25,69899
Dell,Ultrabook,16.0,4K,Intel Core i5,32,512GB SSD,Nvidia RTX 3050,Windows 10,1.98,74474
Apple,Notebook,14.0,4K,AMD Ryzen 5,8,512GB SSD,Intel UHD,macOS,1.83,98074
Apple,Workstation,16.0,Full HD,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 3050,macOS,2.46,152928
Asus,Gaming,15.6,4K,Intel Core i7,32,512GB SSD,Nvidia RTX 3050,Windows 11,2.36,99148
HP,Gaming,16.0,Retina,Apple M1,32,1TB SSD,Intel Iris,Linux,1.97,95576
Lenovo,Workstation,13.3,Full HD,AMD Ryzen 7,32,256GB SSD,Intel UHD,macOS,2.16,82867
HP,Workstation,13.3,4K,AMD Ryzen 7,16,1TB SSD,Intel Iris,macOS,1.63,82332
MSI,Gaming,16.0,Full HD,Intel Core i7,32,1TB SSD,Nvidia RTX 3050,Linux,1.54,104440
Apple,Workstation,15.6,Retina,AMD Ryzen 5,32,512GB SSD,Intel Iris,macOS,2.07,118814
HP,Workstation,13.3,Retina,Apple M1,32,256GB SSD,Nvidia GTX 1650,Linux,2.46,93949
Apple,Gaming,14.0,4K,Apple M2,16,1TB SSD,AMD Radeon,macOS,2.35,158479
Acer,Notebook,15.6,Retina,Intel Core i5,8,256GB SSD,Intel UHD,Linux,2.43,45766
Lenovo,Ultrabook,14.0,Full HD,Apple M1,32,256GB SSD,Intel Iris,macOS,1.72,95108
Asus,Ultrabook,16.0,4K,Apple M1,16,256GB SSD,Nvidia RTX 3050,macOS,1.99,121763
Apple,Workstation,15.6,Retina,AMD Ryzen 7,16,1TB SSD,Intel Iris,macOS,1.79,149652
MSI,Workstation,15.6,Retina,Intel Core i5,32,512GB SSD,Nvidia GTX 1650,Windows 11,1.97,61794
Lenovo,Ultrabook,13.3,4K,AMD Ryzen 7,8,256GB SSD,Intel Iris,Windows 11,1.28,65738
Acer,Ultrabook,15.6,Full HD,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 3050,Windows 11,1.21,91924
HP,Ultrabook,15.6,Full HD,AMD Ryzen 7,32,512GB SSD,Intel Iris,Windows 10,1.24,74560
Acer,Workstation,16.0,Retina,Intel Core i7,8,1TB SSD,Intel Iris,Windows 11,1.45,76154
Asus,Workstation,16.0,4K,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3050,macOS,1.44,80637
HP,Gaming,14.0,Retina,Apple M1,8,256GB SSD,Intel Iris,Windows 10,2.36,82536
HP,Notebook,13.3,Full HD,Intel Core i5,32,256GB SSD,Intel Iris,Windows 10,2.49,58285
Acer,Notebook,14.0,4K,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3050,Windows 10,2.22,78783
Apple,Ultrabook,15.6,Retina,AMD Ryzen 7,32,512GB SSD,Intel UHD,macOS,1.54,131063
HP,Gaming,13.3,Full HD,Intel Core i5,32,512GB SSD,Nvidia GTX 1650,macOS,1.31,61032
HP,Gaming,15.6,Retina,Apple M2,32,1TB SSD,Nvidia RTX 3050,macOS,1.78,124071
MSI,Gaming,13.3,Full HD,Intel Core i5,32,256GB SSD,Intel UHD,Linux,1.81,62168
Dell,Gaming,13.3,4K,Intel Core i7,32,256GB SSD,AMD Radeon,Linux,1.32,78989
Dell,Notebook,16.0,Full HD,AMD Ryzen 5,8,1TB SSD,Intel UHD,Windows 10,2.49,47249
HP,Ultrabook,13.3,Retina,Apple M1,8,256GB SSD,Intel Iris,Windows 11,2.09,72852
Acer,Ultrabook,13.3,4K,AMD Ryzen 7,32,1TB SSD,Intel UHD,macOS,1.74,85687
Asus,Ultrabook,14.0,Retina,AMD Ryzen 7,32,512GB SSD,Nvidia GTX 1650,macOS,1.95,76078
Apple,Gaming,14.0,Full HD,Apple M2,32,256GB SSD,Intel UHD,macOS,1.36,143295
Acer,Notebook,15.6,Retina,Apple M1,16,1TB SSD,Nvidia RTX 3050,macOS,1.61,130819
MSI,Ultrabook,16.0,Retina,Apple M1,8,256GB SSD,Nvidia GTX 1650,Windows 11,1.39,80320
Apple,Gaming,14.0,Retina,Apple M1,16,256GB SSD,AMD Radeon,macOS,1.74,153909
HP,Gaming,14.0,Retina,AMD Ryzen 7,8,256GB SSD,AMD Radeon,Windows 10,1.65,66421
Asus,Ultrabook,16.0,Retina,AMD Ryzen 5,16,512GB SSD,Nvidia RTX 3050,macOS,1.66,79377
Asus,Gaming,16.0,4K,AMD Ryzen 7,32,1TB SSD,Intel UHD,Linux,2.02,81572
Asus,Notebook,15.6,Retina,AMD Ryzen 7,8,1TB SSD,Intel UHD,macOS,2.26,73121
MSI,Gaming,15.6,Retina,Apple M1,16,512GB SSD,AMD Radeon,Windows 10,2.11,97589
Apple,Workstation,13.3,4K,Apple M1,8,256GB SSD,Nvidia GTX 1650,macOS,2.17,135531
MSI,Workstation,13.3,Full HD,Intel Core i7,8,512GB SSD,Nvidia RTX 3050,Linux,1.92,81975
HP,Gaming,14.0,4K,Apple M1,32,256GB SSD,Nvidia GTX 1650,Windows 10,1.94,91268
Dell,Workstation,13.3,4K,AMD Ryzen 5,32,1TB SSD,Intel UHD,macOS,2.08,64221
HP,Notebook,15.6,4K,AMD Ryzen 7,16,1TB SSD,Intel UHD,Windows 11,1.74,83255
Dell,Gaming,14.0,Retina,AMD Ryzen 5,8,256GB SSD,Nvidia GTX 1650,Windows 10,2.35,34021
Asus,Workstation,14.0,Full HD,AMD Ryzen 7,16,512GB SSD,AMD Radeon,Linux,2.13,81880
Asus,Ultrabook,16.0,Retina,Intel Core i7,8,256GB SSD,Nvidia GTX 1650,Windows 10,2.05,67425
Acer,Ultrabook,15.6,4K,Intel Core i7,16,256GB SSD,Intel UHD,Windows 11,2.01,72923
Asus,Workstation,13.3,4K,AMD Ryzen 5,16,512GB SSD,Intel UHD,Linux,2.44,48040
Apple,Gaming,14.0,Full HD,Intel Core i7,32,1TB SSD,Nvidia RTX 3050,macOS,1.96,167383
MSI,Ultrabook,15.6,Retina,Intel Core i7,32,512GB SSD,Intel Iris,Linux,2.21,72736
MSI,Ultrabook,13.3,4K,Intel Core i7,16,256GB SSD,Intel Iris,Linux,1.31,82856
MSI,Workstation,16.0,Full HD,Intel Core i7,32,512GB SSD,Intel Iris,macOS,1.39,80318
MSI,Gaming,14.0,Retina,Intel Core i7,16,1TB SSD,Nvidia RTX 3050,macOS,1.34,104826
Acer,Workstation,16.0,Retina,Intel Core i7,32,512GB SSD,Intel UHD,macOS,1.49,76783
HP,Ultrabook,15.6,Full HD,Intel Core i5,32,1TB SSD,Nvidia RTX 3050,Windows 11,2.22,95851
Asus,Workstation,14.0,Full HD,Apple M2,32,1TB SSD,Nvidia RTX 3050,Windows 10,1.65,131869
Apple,Gaming,16.0,4K,Intel Core i5,32,1TB SSD,Intel Iris,macOS,1.21,127503
Asus,Ultrabook,16.0,4K,AMD Ryzen 5,32,512GB SSD,Nvidia GTX 1650,Windows 11,1.87,58201
Asus,Gaming,15.6,Full HD,Apple M2,32,512GB SSD,Intel UHD,macOS,1.24,91516
HP,Notebook,13.3,Retina,Apple M2,16,256GB SSD,Nvidia GTX 1650,Linux,2.3,82217
MSI,Ultrabook,14.0,4K,AMD Ryzen 5,32,1TB SSD,AMD Radeon,Linux,1.44,63419
Lenovo,Ultrabook,14.0,Full HD,AMD Ryzen 7,32,1TB SSD,AMD Radeon,Windows 10,1.29,94863
Asus,Ultrabook,14.0,4K,AMD Ryzen 7,16,256GB SSD,Intel UHD,Windows 11,1.65,79871
MSI,Ultrabook,15.6,4K,AMD Ryzen 5,8,512GB SSD,Intel Iris,Windows 10,2.2,47107
Lenovo,Gaming,14.0,Full HD,Intel Core i7,16,1TB SSD,Nvidia RTX 3050,Windows 11,1.63,109955
Acer,Notebook,14.0,4K,AMD Ryzen 5,8,512GB SSD,Nvidia GTX 1650,macOS,1.79,35791
Dell,Workstation,13.3,4K,Apple M2,8,1TB SSD,Intel UHD,Windows 11,2.08,82113
Asus,Ultrabook,13.3,Full HD,AMD Ryzen 5,16,256GB SSD,Intel Iris,Windows 10,2.3,60867
MSI,Workstation,14.0,Full HD,AMD Ryzen 7,8,1TB SSD,AMD Radeon,macOS,1.35,75339
Acer,Ultrabook,16.0,Full HD,Apple M2,32,1TB SSD,Nvidia RTX 3050,Linux,1.24,122571
Acer,Notebook,16.0,Full HD,AMD Ryzen 5,16,1TB SSD,Intel Iris,macOS,1.77,64747
MSI,Ultrabook,14.0,Retina,Apple M1,16,256GB SSD,Nvidia GTX 1650,Windows 11,2.04,86921
Lenovo,Gaming,15.6,4K,Apple M2,16,1TB SSD,Nvidia GTX 1650,macOS,2.09,94731
Asus,Workstation,13.3,4K,AMD Ryzen 7,32,256GB SSD,Intel UHD,Linux,1.72,78324
Dell,Gaming,13.3,Full HD,Apple M2,8,256GB SSD,AMD Radeon,macOS,1.93,73557
Dell,Notebook,15.6,Retina,AMD Ryzen 5,16,256GB SSD,Nvidia GTX 1650,macOS,1.35,62015
Apple,Gaming,14.0,Retina,Intel Core i7,32,256GB SSD,AMD Radeon,macOS,2.47,140560
Apple,Gaming,13.3,Full HD,Apple M2,32,256GB SSD,AMD Radeon,macOS,1.48,157530
Lenovo,Workstation,15.6,4K,Apple M2,32,512GB SSD,Nvidia GTX 1650,Windows 11,2.24,83898
Acer,Ultrabook,13.3,Retina,AMD Ryzen 5,16,512GB SSD,Nvidia GTX 1650,macOS,2.29,47331
MSI,Ultrabook,13.3,Retina,AMD Ryzen 7,32,256GB SSD,Nvidia GTX 1650,Windows 10,2.05,73480
Asus,Workstation,16.0,4K,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3050,Windows 10,1.36,86606
Acer,Notebook,13.3,Retina,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3050,Linux,1.31,106208
Dell,Workstation,13.3,Retina,Apple M2,16,1TB SSD,AMD Radeon,macOS,2.06,107819
MSI,Ultrabook,14.0,Retina,AMD Ryzen 5,16,512GB SSD,Intel UHD,Windows 10,2.24,53113
HP,Workstation,16.0,Full HD,Apple M2,16,1TB SSD,Nvidia RTX 3050,macOS,1.69,133906
Asus,Ultrabook,14.0,Full HD,Apple M2,16,1TB SSD,Intel UHD,macOS,1.36,108456
Dell,Ultrabook,16.0,Full HD,AMD Ryzen 5,16,1TB SSD,Intel Iris,macOS,1.38,66840
Lenovo,Gaming,14.0,4K,Intel Core i5,16,1TB SSD,Nvidia RTX 3050,Windows 10,1.24,84291
Acer,Gaming,13.3,Full HD,AMD Ryzen 7,8,256GB SSD,Intel UHD,macOS,1.85,52443
Dell,Ultrabook,16.0,4K,Intel Core i5,32,512GB SSD,Intel UHD,Windows 11,1.85,60829
Acer,Ultrabook,14.0,4K,Apple M1,32,1TB SSD,Nvidia RTX 3050,Windows 11,1.63,127275
Apple,Notebook,13.3,Full HD,Intel Core i7,8,1TB SSD,Intel UHD,macOS,1.26,129446
Acer,Notebook,14.0,Retina,AMD Ryzen 7,8,512GB SSD,AMD Radeon,macOS,1.5,62355
Dell,Gaming,13.3,Retina,AMD Ryzen 7,16,512GB SSD,Intel Iris,macOS,1.46,71092
Acer,Gaming,15.6,4K,Intel Core i5,8,256GB SSD,Nvidia GTX 1650,Linux,2.21,32392
Dell,Workstation,16.0,Retina,Intel Core i5,8,512GB SSD,Nvidia RTX 3050,Windows 11,2.19,66693
Asus,Notebook,15.6,Retina,Apple M1,16,512GB SSD,Intel Iris,Windows 10,1.91,96101
Acer,Ultrabook,14.0,Full HD,Intel Core i7,16,512GB SSD,AMD Radeon,Linux,2.19,77178
MSI,Gaming,15.6,4K,Apple M1,8,512GB SSD,Intel Iris,Windows 11,1.77,67555
Asus,Ultrabook,13.3,Retina,AMD Ryzen 7,32,1TB SSD,Intel Iris,Linux,2.4,91107
MSI,Workstation,16.0,Full HD,AMD Ryzen 5,16,256GB SSD,Intel Iris,Linux,2.34,56401
Apple,Gaming,16.0,Retina,AMD Ryzen 7,8,256GB SSD,Intel Iris,macOS,1.23,127052
Lenovo,Ultrabook,15.6,Retina,AMD Ryzen 7,32,1TB SSD,Nvidia RTX 3050,Windows 10,1.79,111195
Dell,Notebook,13.3,Retina,AMD Ryzen 7,16,256GB SSD,AMD Radeon,macOS,1.72,81548
MSI,Ultrabook,15.6,Full HD,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3050,Linux,1.74,81967
Asus,Ultrabook,15.6,Retina,Apple M1,32,256GB SSD,Intel Iris,Windows 10,1.92,92794
Asus,Notebook,15.6,4K,Apple M1,8,256GB SSD,Nvidia RTX 3050,macOS,1.52,96900
Asus,Notebook,13.3,Full HD,Intel Core i5,16,256GB SSD,AMD Radeon,Windows 11,1.84,57554
Dell,Gaming,15.6,Full HD,Apple M1,32,512GB SSD,Nvidia RTX 3050,Windows 11,1.97,111821
Acer,Ultrabook,13.3,4K,Apple M1,8,256GB SSD,Intel UHD,Windows 10,1.98,71210
HP,Ultrabook,14.0,Retina,AMD Ryzen 5,32,1TB SSD,Intel UHD,Windows 11,1.68,74828
Lenovo,Notebook,15.6,Retina,Intel Core i5,16,512GB SSD,Intel UHD,Linux,1.84,54495
Asus,Gaming,13.3,Retina,Intel Core i5,8,256GB SSD,Nvidia RTX 3050,Windows 11,1.33,62663
HP,Gaming,14.0,4K,Intel Core i5,32,512GB SSD,Nvidia RTX 3050,macOS,1.77,85275
Lenovo,Gaming,14.0,Full HD,Apple M1,8,1TB SSD,Intel Iris,Linux,2.19,85974
MSI,Gaming,15.6,Retina,Intel Core i5,32,256GB SSD,Intel Iris,Windows 10,2.32,52952
MSI,Workstation,13.3,Full HD,Apple M1,32,1TB SSD,Intel UHD,Windows 11,1.44,103242
Lenovo,Notebook,13.3,Full HD,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3050,Windows 10,1.51,72071
Asus,Notebook,16.0,Retina,Apple M1,8,512GB SSD,AMD Radeon,Linux,1.64,69146
Lenovo,Workstation,16.0,4K,Apple M1,16,512GB SSD,Intel UHD,Linux,2.04,82521
Apple,Ultrabook,13.3,Retina,Apple M1,16,256GB SSD,Intel UHD,macOS,2.0,157444
MSI,Gaming,14.0,Full HD,AMD Ryzen 7,32,1TB SSD,AMD Radeon,Linux,1.95,90972
Dell,Ultrabook,14.0,Full HD,Apple M1,8,1TB SSD,Nvidia GTX 1650,macOS,1.22,90945
MSI,Notebook,16.0,Retina,Apple M2,32,1TB SSD,Nvidia RTX 3050,Windows 11,2.35,123140
HP,Notebook,15.6,4K,AMD Ryzen 7,32,256GB SSD,Intel UHD,Windows 11,1.3,67795
MSI,Ultrabook,14.0,4K,AMD Ryzen 7,16,512GB SSD,Nvidia GTX 1650,macOS,1.39,82405
Apple,Gaming,14.0,Full HD,Apple M2,8,512GB SSD,Nvidia RTX 3050,macOS,2.46,152225
Dell,Ultrabook,13.3,4K,Apple M2,16,256GB SSD,AMD Radeon,Linux,1.4,90145
HP,Gaming,14.0,Retina,Intel Core i5,16,256GB SSD,Nvidia GTX 1650,macOS,1.9,53163
Dell,Ultrabook,14.0,Retina,AMD Ryzen 7,8,512GB SSD,Intel Iris,Windows 11,1.85,54379
HP,Notebook,13.3,4K,AMD Ryzen 5,8,256GB SSD,Intel Iris,macOS,1.8,40928
HP,Notebook,13.3,4K,Apple M1,32,512GB SSD,Intel Iris,macOS,2.48,95717
Dell,Notebook,16.0,Retina,Intel Core i5,8,512GB SSD,Nvidia GTX 1650,macOS,1.57,43581
Dell,Ultrabook,15.6,4K,Intel Core i5,8,512GB SSD,Nvidia GTX 1650,Linux,2.11,40264
Apple,Gaming,16.0,Retina,AMD Ryzen 5,8,1TB SSD,Nvidia GTX 1650,macOS,1.35,117486
Acer,Workstation,15.6,Retina,AMD Ryzen 5,8,512GB SSD,Intel Iris,macOS,1.67,46207
Lenovo,Ultrabook,14.0,Retina,AMD Ryzen 7,32,256GB SSD,Intel Iris,Windows 10,1.94,69317
Apple,Ultrabook,15.6,4K,Intel Core i5,8,256GB SSD,Nvidia RTX 3050,macOS,2.06,122767
Acer,Gaming,13.3,Retina,Intel Core i7,16,256GB SSD,Nvidia RTX 3050,macOS,2.05,97382
Acer,Ultrabook,15.6,Full HD,Apple M1,32,256GB SSD,Intel Iris,macOS,2.33,88657
Asus,Workstation,13.3,4K,Intel Core i5,32,512GB SSD,Nvidia GTX 1650,macOS,1.32,53791
Acer,Ultrabook,16.0,Retina,Apple M1,32,1TB SSD,AMD Radeon,Windows 10,2.19,94840
Asus,Workstation,15.6,4K,Apple M1,8,256GB SSD,Intel Iris,Linux,1.3,69918
